image_name,barbe,moustache,lunettes,taille_cheveux,couleur_cheveux
s8_02496,0,0,1,2,2
s8_02497,1,0,1,1,1
s8_02498,0,0,1,2,0
s8_02499,1,1,1,1,4
s8_02500,0,0,0,1,1
s8_02501,0,0,0,2,0
s8_02502,1,0,1,0,4
s8_02503,1,1,1,2,0
s8_02504,0,0,1,1,4
s8_02505,0,0,1,1,4
s8_02506,0,0,0,1,2
s8_02507,1,0,1,2,4
s8_02508,1,1,1,1,1
s8_02509,0,0,0,2,1
s8_02510,0,0,1,2,1
s8_02511,0,0,1,2,0
s8_02512,1,0,1,2,4
s8_02513,1,1,0,1,1
s8_02514,0,0,1,2,0
s8_02515,0,0,1,2,4
s8_02516,1,1,0,2,2
s8_02517,0,0,0,1,0
s8_02518,1,0,1,2,0
s8_02519,0,0,0,0,0
s8_02520,1,1,0,2,4
s8_02521,1,0,1,2,1
s8_02522,1,0,0,2,0
s8_02523,0,0,0,2,1
s8_02524,0,0,0,1,3
s8_02525,0,0,1,2,1
s8_02526,0,0,1,2,1
s8_02527,1,1,1,2,0
s8_02528,0,0,0,2,0
s8_02529,0,0,1,2,0
s8_02530,1,1,1,2,0
s8_02531,0,1,1,2,0
s8_02532,1,1,0,1,4
s8_02533,0,0,0,2,4
s8_02534,0,0,0,2,1
s8_02535,1,1,1,2,0
s8_02536,0,0,1,1,3
s8_02537,0,0,0,1,0
s8_02538,0,0,0,1,0
s8_02539,1,0,0,1,1
s8_02540,0,0,1,2,0
s8_02541,1,0,1,0,0
s8_02542,1,1,0,2,3
s8_02543,0,0,0,2,4
s8_02544,0,0,0,0,1
s8_02545,0,0,0,1,0
s8_02546,1,1,0,2,4
s8_02547,1,0,0,1,4
s8_02548,0,0,1,2,0
s8_02549,0,0,0,2,0
s8_02550,0,0,0,2,3
s8_02551,1,0,1,1,1
s8_02552,0,0,1,1,1
s8_02553,1,1,1,1,0
s8_02554,0,0,0,2,4
s8_02555,0,0,1,2,1
s8_02556,1,1,0,1,1
s8_02557,1,1,0,2,4
s8_02558,1,1,0,1,0
s8_02559,0,0,1,2,0
s8_02560,0,0,1,1,1
s8_02561,0,0,0,2,0
s8_02562,0,0,0,2,0
s8_02563,0,0,1,1,1
s8_02564,0,0,1,1,2
s8_02565,0,0,0,2,3
s8_02566,0,0,1,2,3
s8_02567,0,0,1,1,1
s8_02568,0,0,0,1,4
s8_02569,1,1,0,2,0
s8_02570,0,0,0,2,4
s8_02571,1,0,0,2,1
s8_02572,0,0,0,2,0
s8_02573,1,1,1,2,0
s8_02574,1,1,0,2,3
s8_02575,0,0,1,2,4
s8_02576,1,1,0,2,0
s8_02577,0,0,0,1,0
s8_02578,1,0,0,2,4
s8_02579,0,0,0,1,1
s8_02580,0,0,1,1,1
s8_02581,0,0,0,2,3
s8_02582,1,0,1,2,1
s8_02583,0,0,0,2,0
s8_02584,0,0,1,1,3
s8_02585,1,1,1,1,1
s8_02586,0,0,0,2,1
s8_02587,0,0,1,2,0
s8_02588,0,0,0,1,0
s8_02589,0,0,1,2,1
s8_02590,1,1,1,2,4
s8_02591,0,0,1,2,4
s8_02592,0,0,1,2,0
s8_02593,0,0,1,2,4
s8_02594,0,0,1,1,4
s8_02595,1,1,0,2,4
s8_02596,0,0,1,2,4
s8_02597,0,0,0,1,1
s8_02598,0,0,0,2,0
s8_02599,0,0,0,1,0
s8_02600,1,0,0,1,0
s8_02601,1,1,0,2,1
s8_02602,0,0,0,2,4
s8_02603,0,0,1,2,0
s8_02604,1,1,0,1,0
s8_02605,0,0,1,2,2
s8_02606,0,0,0,2,0
s8_02607,1,1,0,2,4
s8_02608,1,1,1,0,0
s8_02609,0,0,1,1,1
s8_02610,1,1,1,1,4
s8_02611,0,0,1,2,0
s8_02612,0,0,1,2,0
s8_02613,0,0,0,1,0
s8_02614,1,0,0,2,3
s8_02615,1,1,0,1,0
s8_02616,1,0,1,2,0
s8_02617,0,0,0,2,3
s8_02618,1,1,0,2,0
s8_02619,1,0,0,1,0
s8_02620,1,1,0,1,1
s8_02621,1,0,1,1,3
s8_02622,1,1,1,1,3
s8_02623,1,0,1,1,0
s8_02624,0,0,0,1,0
s8_02625,1,0,1,0,0
s8_02626,0,0,0,1,1
s8_02627,0,0,1,2,0
s8_02628,1,1,0,0,2
s8_02629,0,0,0,2,4
s8_02630,1,1,0,2,4
s8_02631,1,1,1,1,1
s8_02632,1,1,0,2,1
s8_02633,0,0,0,2,4
s8_02634,0,0,1,2,3
s8_02635,1,0,0,1,3
s8_02636,0,0,1,2,1
s8_02637,1,1,1,2,0
s8_02638,0,0,1,2,1
s8_02639,0,0,0,2,4
s8_02640,0,0,1,1,0
s8_02641,1,0,0,2,1
s8_02642,1,1,1,2,0
s8_02643,1,1,0,2,0
s8_02644,0,0,0,2,2
s8_02645,1,1,0,2,0
s8_02646,0,1,1,2,1
s8_02647,0,0,1,0,3
s8_02648,1,1,1,2,3
s8_02649,1,1,1,1,4
s8_02650,1,1,0,1,3
s8_02651,0,0,1,2,2
s8_02652,0,0,1,2,0
s8_02653,0,0,1,0,4
s8_02654,0,0,1,1,1
s8_02655,0,0,0,1,0
s8_02656,0,0,0,2,0
s8_02657,0,0,1,2,0
s8_02658,0,1,1,0,0
s8_02659,0,0,1,2,4
s8_02660,1,1,0,2,4
s8_02661,1,1,0,1,4
s8_02662,0,1,0,2,0
s8_02663,0,0,0,2,0
s8_02664,1,1,0,1,1
s8_02665,1,0,1,2,0
s8_02666,1,0,0,2,2
s8_02667,1,1,1,2,2
s8_02668,1,0,0,2,2
s8_02669,0,0,0,2,2
s8_02670,0,0,0,1,3
s8_02671,0,0,1,1,4
s8_02672,0,0,1,1,3
s8_02673,0,0,0,2,0
s8_02674,0,0,1,2,1
s8_02675,1,1,0,0,1
s8_02676,1,0,1,2,0
s8_02677,1,1,0,1,4
s8_02678,0,1,0,2,1
s8_02679,0,0,1,1,0
s8_02680,0,0,0,2,1
s8_02681,0,0,0,1,4
s8_02682,1,0,0,1,1
s8_02683,0,0,1,1,2
s8_02684,0,0,1,2,0
s8_02685,0,0,1,2,0
s8_02686,1,1,0,2,0
s8_02687,0,0,0,1,1
s8_02688,0,0,0,2,1
s8_02689,1,1,0,2,0
s8_02690,0,0,0,2,0
s8_02691,0,1,1,2,4
s8_02692,1,1,1,2,2
s8_02693,0,0,1,1,0
s8_02694,1,1,0,2,1
s8_02695,0,0,0,2,0
s8_02696,0,0,1,2,0
s8_02697,0,0,0,2,1
s8_02698,0,1,0,2,0
s8_02699,1,0,0,0,0
s8_02700,0,0,0,2,1
s8_02701,0,0,0,2,0
s8_02702,1,1,0,2,0
s8_02703,1,0,1,2,0
s8_02704,0,0,1,2,0
s8_02705,1,1,1,2,0
s8_02706,0,0,1,2,4
s8_02707,1,0,0,1,0
s8_02708,0,0,0,1,0
s8_02709,1,0,1,2,1
s8_02710,0,0,1,2,2
s8_02711,1,1,1,2,0
s8_02712,1,0,1,1,4
s8_02713,0,0,0,1,0
s8_02714,1,1,1,2,0
s8_02715,0,0,1,1,3
s8_02716,1,1,0,1,4
s8_02717,1,1,0,1,1
s8_02718,0,0,0,1,1
s8_02719,1,1,0,1,0
s8_02720,0,0,0,2,4
s8_02721,0,0,1,2,0
s8_02722,1,1,1,2,4
s8_02723,1,1,1,2,4
s8_02724,0,0,0,2,2
s8_02725,0,0,1,2,0
s8_02726,0,0,1,2,0
s8_02727,1,1,0,1,0
s8_02728,0,1,1,1,4
s8_02729,1,0,0,1,3
s8_02730,1,1,0,2,0
s8_02731,1,1,1,2,1
s8_02732,0,0,1,2,0
s8_02733,0,0,1,2,2
s8_02734,0,0,0,2,4
s8_02735,0,0,1,1,4
s8_02736,0,0,0,1,0
s8_02737,1,0,1,1,1
s8_02738,1,1,0,2,1
s8_02739,0,0,0,2,1
s8_02740,0,0,0,1,0
s8_02741,0,0,0,1,0
s8_02742,1,1,1,1,1
s8_02743,0,0,1,1,1
s8_02744,0,0,0,2,1
s8_02745,1,1,1,2,0
s8_02746,1,1,1,1,4
s8_02747,0,0,1,1,0
s8_02748,0,0,1,1,1
s8_02749,0,0,0,2,0
s8_02750,0,0,0,1,4
s8_02751,0,0,0,2,1
s8_02752,0,0,1,1,0
s8_02753,1,1,0,2,3
s8_02754,0,0,0,2,2
s8_02755,0,0,1,1,1
s8_02756,0,0,0,2,1
s8_02757,1,1,0,1,1
s8_02758,0,0,0,2,1
s8_02759,1,1,0,1,4
s8_02760,0,0,1,2,0
s8_02761,0,0,1,1,1
s8_02762,0,0,0,2,0
s8_02763,1,0,1,2,2
s8_02764,1,1,0,0,2
s8_02765,0,0,0,2,0
s8_02766,0,0,1,1,0
s8_02767,0,0,0,2,0
s8_02768,1,1,1,2,0
s8_02769,1,1,1,1,0
s8_02770,0,0,1,2,0
s8_02771,1,1,1,2,0
s8_02772,0,0,0,1,3
s8_02773,1,1,1,1,0
s8_02774,0,0,1,2,3
s8_02775,0,0,0,2,0
s8_02776,1,1,0,2,3
s8_02777,1,1,1,2,0
s8_02778,0,0,0,2,1
s8_02779,1,1,0,1,4
s8_02780,0,0,1,2,3
s8_02781,0,0,0,2,1
s8_02782,1,1,0,1,4
s8_02783,1,1,1,2,4
s8_02784,1,0,1,2,1
s8_02785,0,0,1,2,2
s8_02786,0,0,0,2,0
s8_02787,0,0,1,2,3
s8_02788,1,1,1,2,0
s8_02789,0,0,1,2,0
s8_02790,0,0,0,2,4
s8_02791,0,0,1,2,1
s8_02792,1,1,0,2,0
s8_02793,0,0,1,2,2
s8_02794,0,0,0,2,1
s8_02795,0,0,0,2,3
s8_02796,0,0,1,2,1
s8_02797,0,0,1,2,2
s8_02798,0,0,1,2,4
s8_02799,1,1,0,0,0
s8_02800,1,1,1,2,2
s8_02801,0,0,1,2,2
s8_02802,0,0,0,1,4
s8_02803,0,0,1,2,1
s8_02804,1,1,1,2,0
s8_02805,0,0,1,2,1
s8_02806,0,0,1,1,0
s8_02807,1,1,0,2,1
s8_02808,0,1,0,1,1
s8_02809,0,0,1,0,0
s8_02810,0,0,0,2,4
s8_02811,1,1,1,1,1
s8_02812,1,1,1,2,3
s8_02813,1,1,1,1,2
s8_02814,1,1,0,2,0
s8_02815,0,0,0,2,1
s8_02816,0,0,0,2,1
s8_02817,0,0,1,2,0
s8_02818,1,1,0,2,4
s8_02819,0,0,0,1,3
s8_02820,0,0,0,2,1
s8_02821,1,0,0,1,0
s8_02822,1,1,0,2,4
s8_02823,0,0,1,2,1
s8_02824,1,1,1,2,3
s8_02825,1,1,0,2,3
s8_02826,0,0,0,1,3
s8_02827,1,1,1,1,0
s8_02828,0,0,1,1,4
s8_02829,1,1,1,2,1
s8_02830,1,1,1,2,0
s8_02831,1,1,1,1,4
s8_02832,1,1,0,0,1
s8_02833,0,0,1,1,2
s8_02834,0,0,0,1,1
s8_02835,1,1,1,1,1
s8_02836,0,0,0,2,4
s8_02837,0,0,1,2,0
s8_02838,0,0,1,1,1
s8_02839,1,1,1,2,0
s8_02840,1,1,0,2,0
s8_02841,0,0,0,2,4
s8_02842,1,1,0,2,0
s8_02843,1,1,1,1,0
s8_02844,1,1,0,2,3
s8_02845,1,0,1,2,0
s8_02846,1,0,1,2,4
s8_02847,0,0,1,1,0
s8_02848,0,0,0,1,0
s8_02849,1,1,0,1,0
s8_02850,0,0,1,2,0
s8_02851,0,1,1,1,0
s8_02852,0,0,1,0,2
s8_02853,0,0,1,2,0
s8_02854,1,1,0,1,4
s8_02855,1,1,1,2,2
s8_02856,0,0,1,2,1
s8_02857,1,1,0,2,2
s8_02858,0,0,1,2,4
s8_02859,0,0,1,1,1
s8_02860,0,1,0,1,0
s8_02861,0,0,0,2,4
s8_02862,0,0,0,1,4
s8_02863,0,0,1,2,3
s8_02864,0,0,1,2,0
s8_02865,1,0,1,1,1
s8_02866,1,1,1,2,0
s8_02867,1,1,0,1,4
s8_02868,1,1,1,2,4
s8_02869,1,1,1,1,2
s8_02870,0,0,1,2,4
s8_02871,0,0,1,2,3
s8_02872,0,0,1,1,0
s8_02873,0,0,1,1,1
s8_02874,1,0,0,1,4
s8_02875,0,0,0,1,0
s8_02876,0,0,1,2,0
s8_02877,1,0,1,1,1
s8_02878,1,1,1,0,4
s8_02879,1,1,1,1,3
s8_02880,1,1,0,1,1
s8_02881,0,0,0,2,2
s8_02882,0,0,1,0,2
s8_02883,0,0,1,2,4
s8_02884,1,0,1,2,3
s8_02885,0,0,0,2,1
s8_02886,0,0,1,1,0
s8_02887,0,0,1,2,4
s8_02888,0,0,0,2,2
s8_02889,1,1,0,1,0
s8_02890,1,1,0,2,3
s8_02891,1,0,1,0,0
s8_02892,0,0,0,2,1
s8_02893,1,1,0,1,4
s8_02894,0,0,1,2,4
s8_02895,0,0,0,2,1
s8_02896,0,0,0,2,1
s8_02897,1,1,0,1,1
s8_02898,1,0,0,2,3
s8_02899,0,0,1,2,1
s8_02900,1,1,0,2,4
s8_02901,1,1,1,2,2
s8_02902,1,1,1,1,4
s8_02903,0,0,0,2,0
s8_02904,1,0,1,2,1
s8_02905,0,0,1,2,1
s8_02906,1,1,1,2,1
s8_02907,0,0,0,2,0
s8_02908,0,0,0,1,4
s8_02909,1,1,1,2,0
s8_02910,1,0,1,1,1
s8_02911,0,0,1,1,4
s8_02912,0,0,0,2,2
s8_02913,1,0,1,0,0
s8_02914,1,0,0,2,4
s8_02915,0,0,0,1,1
s8_02916,0,0,0,2,1
s8_02917,0,0,0,1,3
s8_02918,1,1,1,2,4
s8_02919,1,1,1,1,2
s8_02920,1,0,0,2,1
s8_02921,0,0,1,1,0
s8_02922,0,0,1,1,0
s8_02923,0,0,1,2,1
s8_02924,0,0,1,2,0
s8_02925,0,0,1,2,0
s8_02926,0,0,1,2,3
s8_02927,0,0,0,1,1
s8_02928,0,0,0,2,0
s8_02929,0,0,1,2,3
s8_02930,1,1,1,2,2
s8_02931,0,0,0,2,0
s8_02932,1,1,1,2,3
s8_02933,0,0,0,2,1
s8_02934,0,0,1,1,3
s8_02935,0,0,0,2,4
s8_02936,1,0,0,1,0
s8_02937,0,0,0,0,3
s8_02938,0,0,1,2,0
s8_02939,0,0,0,1,4
s8_02940,1,0,0,2,0
s8_02941,0,0,0,2,1
s8_02942,1,0,0,1,4
s8_02943,0,0,1,2,3
s8_02944,0,0,1,1,1
s8_02945,1,1,0,1,0
s8_02946,1,1,0,2,3
s8_02947,1,1,0,2,4
s8_02948,0,0,1,1,0
s8_02949,1,1,0,2,1
s8_02950,0,0,0,2,0
s8_02951,0,0,1,2,0
s8_02952,0,0,1,2,0
s8_02953,1,1,1,2,1
s8_02954,0,0,0,0,1
s8_02955,1,1,1,2,3
s8_02956,1,1,0,1,0
s8_02957,0,0,0,1,1
s8_02958,1,1,1,2,0
s8_02959,1,1,1,1,1
s8_02960,0,0,1,2,0
s8_02961,0,0,1,1,0
s8_02962,1,1,1,1,0
s8_02963,1,1,1,2,0
s8_02964,0,0,0,2,0
s8_02965,0,0,0,2,0
s8_02966,0,0,1,1,0
s8_02967,0,0,0,2,1
s8_02968,1,1,1,2,1
s8_02969,1,0,1,1,1
s8_02970,1,1,1,1,2
s8_02971,0,1,0,1,1
s8_02972,1,1,0,1,1
s8_02973,1,0,0,1,1
s8_02974,0,0,1,1,3
s8_02975,1,0,0,1,4
s8_02976,1,1,1,1,4
s8_02977,1,1,0,2,0
s8_02978,0,0,1,1,1
s8_02979,1,1,1,2,1
s8_02980,1,0,0,1,2
s8_02981,0,0,1,2,3
s8_02982,0,0,1,2,1
s8_02983,0,0,1,2,0
s8_02984,0,0,1,1,1
s8_02985,0,0,1,2,4
s8_02986,1,1,0,2,0
s8_02987,0,0,0,2,3
s8_02988,0,0,0,2,0
s8_02989,0,0,0,2,0
s8_02990,0,0,0,0,1
s8_02991,1,1,0,1,3
s8_02992,1,0,0,2,1
s8_02993,0,0,0,1,2
s8_02994,1,1,1,2,0
s8_02995,1,1,0,1,0
s8_02996,1,1,1,0,2
s8_02997,0,0,0,0,1
s8_02998,0,0,0,2,2
s8_02999,0,1,0,1,4
s8_03000,0,0,0,1,4
s8_03001,0,0,0,2,3
s8_03002,0,0,0,1,4
s8_03003,1,1,0,0,0
s8_03004,0,0,1,2,4
s8_03005,1,0,0,1,4
s8_03006,0,0,0,1,2
s8_03007,1,1,1,2,3
s8_03008,1,0,1,2,1
s8_03009,0,0,0,2,1
s8_03010,0,0,0,2,1
s8_03011,0,0,1,2,4
s8_03012,0,0,1,2,1
s8_03013,0,0,0,1,0
s8_03014,1,1,1,2,3
s8_03015,1,1,1,1,0
s8_03016,0,0,1,2,2
s8_03017,1,1,0,1,0
s8_03018,0,0,0,2,1
s8_03019,0,0,1,2,0
s8_03020,1,1,1,2,4
s8_03021,0,1,1,1,0
s8_03022,0,0,0,1,1
s8_03023,0,0,0,1,3
s8_03024,0,0,0,2,4
s8_03025,0,0,1,1,1
s8_03026,0,0,0,1,4
s8_03027,0,0,1,2,0
s8_03028,0,1,0,2,0
s8_03029,0,0,1,1,4
s8_03030,0,0,0,2,1
s8_03031,1,1,1,1,4
s8_03032,0,0,1,2,3
s8_03033,0,0,1,1,4
s8_03034,1,1,1,1,2
s8_03035,0,0,0,1,4
s8_03036,0,0,1,2,2
s8_03037,1,0,0,2,1
s8_03038,1,1,1,2,1
s8_03039,1,1,1,2,1
s8_03040,1,1,1,1,2
s8_03041,0,0,0,1,1
s8_03042,1,1,1,2,1
s8_03043,0,0,0,1,1
s8_03044,1,0,1,2,1
s8_03045,1,1,0,2,0
s8_03046,1,1,0,2,4
s8_03047,0,0,0,2,4
s8_03048,0,0,0,2,2
s8_03049,0,1,0,1,1
s8_03050,0,0,1,2,0
s8_03051,1,0,1,2,4
s8_03052,1,0,0,2,3
s8_03053,1,1,1,2,2
s8_03054,0,0,1,0,1
s8_03055,0,0,1,2,0
s8_03056,0,0,0,2,0
s8_03057,1,1,1,2,2
s8_03058,0,0,0,1,1
s8_03059,0,0,1,2,3
s8_03060,0,0,0,2,4
s8_03061,0,0,1,2,2
s8_03062,0,0,0,1,4
s8_03063,1,1,0,2,3
s8_03064,0,0,0,1,1
s8_03065,0,0,1,2,0
s8_03066,1,1,0,2,3
s8_03067,1,1,0,2,1
s8_03068,0,0,0,1,2
s8_03069,0,0,1,1,3
s8_03070,0,0,0,0,0
s8_03071,1,1,0,2,2
s8_03072,0,0,1,1,2
s8_03073,1,1,1,2,2
s8_03074,0,0,0,2,1
s8_03075,0,0,0,1,0
s8_03076,1,1,0,2,0
s8_03077,0,0,1,2,2
s8_03078,1,1,0,1,3
s8_03079,1,1,1,2,1
s8_03080,1,0,0,2,1
s8_03081,0,0,1,2,1
s8_03082,0,0,0,1,0
s8_03083,0,0,1,2,1
s8_03084,1,1,0,2,4
s8_03085,1,0,0,1,4
s8_03086,0,0,0,2,1
s8_03087,0,0,1,2,1
s8_03088,0,0,1,2,4
s8_03089,1,1,0,2,1
s8_03090,0,0,0,1,3
s8_03091,1,1,1,2,2
s8_03092,0,0,1,1,1
s8_03093,1,1,0,2,4
s8_03094,1,1,0,1,1
s8_03095,0,0,0,0,0
s8_03096,1,1,0,2,0
s8_03097,0,0,0,2,1
s8_03098,0,0,0,2,1
s8_03099,1,0,0,1,0
s8_03100,0,0,0,2,1
s8_03101,0,0,0,2,1
s8_03102,0,0,0,2,3
s8_03103,0,0,0,2,1
s8_03104,1,0,0,2,4
s8_03105,1,1,1,2,1
s8_03106,1,1,1,2,0
s8_03107,1,1,1,2,1
s8_03108,0,0,1,0,1
s8_03109,0,0,0,2,0
s8_03110,1,1,0,2,2
s8_03111,0,0,1,2,0
s8_03112,0,1,1,1,1
s8_03113,1,1,1,1,0
s8_03114,1,0,1,2,1
s8_03115,1,1,1,1,0
s8_03116,0,0,0,2,0
s8_03117,0,0,1,1,4
s8_03118,1,1,0,1,1
s8_03119,1,1,1,2,0
s8_03120,0,0,0,2,0
s8_03121,0,0,1,1,2
s8_03122,1,1,1,0,2
s8_03123,0,0,1,0,4
s8_03124,0,0,1,2,0
s8_03125,0,0,1,2,1
s8_03126,0,0,0,2,0
s8_03127,1,1,0,1,4
s8_03128,0,0,0,2,3
s8_03129,1,1,0,1,4
s8_03130,0,0,0,2,0
s8_03131,0,0,1,1,3
s8_03132,0,0,0,1,4
s8_03133,1,1,0,2,1
s8_03134,1,1,1,1,4
s8_03135,1,0,0,1,0
s8_03136,1,1,1,2,0
s8_03137,1,0,1,2,4
s8_03138,0,0,0,2,2
s8_03139,0,0,1,1,4
s8_03140,0,0,1,1,0
s8_03141,1,1,0,2,4
s8_03142,1,1,0,2,1
s8_03143,1,0,1,2,1
s8_03144,0,1,1,2,1
s8_03145,1,1,0,2,1
s8_03146,1,1,0,2,1
s8_03147,1,1,0,2,3
s8_03148,0,0,0,1,1
s8_03149,0,1,1,2,2
s8_03150,1,1,1,1,1
s8_03151,1,0,1,2,4
s8_03152,0,0,0,2,0
s8_03153,1,1,0,2,4
s8_03154,1,1,0,2,0
s8_03155,0,0,0,1,2
s8_03156,1,1,1,2,4
s8_03157,0,0,0,1,1
s8_03158,1,1,1,2,3
s8_03159,1,1,1,1,4
s8_03160,1,1,1,1,0
s8_03161,0,0,0,1,1
s8_03162,0,0,0,1,2
s8_03163,0,0,0,2,1
s8_03164,1,1,0,2,0
s8_03165,1,0,0,2,1
s8_03166,0,0,1,2,0
s8_03167,0,0,0,2,0
s8_03168,1,1,1,2,4
s8_03169,0,0,0,2,3
s8_03170,0,0,0,1,1
s8_03171,0,0,1,2,0
s8_03172,1,1,1,2,4
s8_03173,0,0,1,0,4
s8_03174,1,1,1,2,4
s8_03175,0,0,1,1,1
s8_03176,0,0,0,2,0
s8_03177,0,0,0,2,2
s8_03178,0,0,1,2,4
s8_03179,1,1,1,2,4
s8_03180,1,1,0,1,1
s8_03181,0,0,0,1,0
s8_03182,0,0,0,2,4
s8_03183,1,1,0,2,0
s8_03184,0,0,1,2,4
s8_03185,1,1,0,2,0
s8_03186,1,1,1,1,1
s8_03187,1,1,1,2,4
s8_03188,1,1,1,2,1
s8_03189,1,1,1,1,0
s8_03190,0,0,0,1,4
s8_03191,0,0,0,2,1
s8_03192,0,0,1,1,4
s8_03193,0,0,0,2,1
s8_03194,1,1,1,0,1
s8_03195,0,0,1,2,1
s8_03196,0,0,0,1,3
s8_03197,0,0,1,2,0
s8_03198,0,0,0,1,0
s8_03199,1,1,0,0,4
s8_03200,1,0,0,1,1
s8_03201,0,0,0,1,0
s8_03202,0,0,0,2,3
s8_03203,1,1,0,2,4
s8_03204,0,0,0,1,2
s8_03205,1,1,1,2,0
s8_03206,0,0,0,1,2
s8_03207,1,1,1,1,0
s8_03208,0,0,0,1,2
s8_03209,0,0,1,1,0
s8_03210,0,0,1,2,3
s8_03211,1,0,1,2,3
s8_03212,0,0,0,1,4
s8_03213,1,1,0,1,0
s8_03214,1,1,0,2,1
s8_03215,1,1,1,1,1
s8_03216,0,0,0,2,0
s8_03217,0,0,0,2,3
s8_03218,0,0,0,2,1
s8_03219,0,0,1,2,1
s8_03220,0,0,0,1,3
s8_03221,0,0,0,1,0
s8_03222,0,1,0,2,0
s8_03223,1,1,0,1,3
s8_03224,0,0,0,0,3
s8_03225,0,0,1,2,3
s8_03226,0,0,1,2,2
s8_03227,0,0,0,1,0
s8_03228,0,0,1,2,0
s8_03229,0,0,1,1,4
s8_03230,0,0,0,2,2
s8_03231,1,1,1,1,0
s8_03232,1,1,1,1,1
s8_03233,0,0,0,2,0
s8_03234,0,0,1,1,4
s8_03235,0,0,1,2,1
s8_03236,0,0,1,2,0
s8_03237,0,0,0,0,4
s8_03238,0,0,0,1,4
s8_03239,0,0,0,2,0
s8_03240,1,1,0,2,3
s8_03241,0,0,1,2,1
s8_03242,0,0,1,1,0
s8_03243,0,0,0,1,4
s8_03244,1,1,0,0,3
s8_03245,1,1,1,2,1
s8_03246,1,1,0,2,0
s8_03247,1,0,1,2,4
s8_03248,1,1,0,1,4
s8_03249,1,1,0,1,1
s8_03250,1,1,0,1,0
s8_03251,1,0,1,2,0
s8_03252,0,0,0,1,0
s8_03253,1,1,1,2,0
s8_03254,0,0,1,2,1
s8_03255,0,0,0,2,4
s8_03256,0,0,0,1,0
s8_03257,0,0,1,2,4
s8_03258,0,0,1,1,1
s8_03259,0,0,0,0,1
s8_03260,0,0,0,2,1
s8_03261,1,1,0,2,1
s8_03262,1,1,1,1,4
s8_03263,1,0,0,1,3
s8_03264,0,0,1,1,1
s8_03265,1,1,1,2,0
s8_03266,0,0,1,2,0
s8_03267,0,0,1,1,0
s8_03268,0,0,1,2,4
s8_03269,0,0,0,2,3
s8_03270,0,0,1,0,0
s8_03271,1,1,0,1,4
s8_03272,0,0,1,2,2
s8_03273,1,1,0,1,1
s8_03274,1,0,1,2,4
s8_03275,0,1,1,2,0
s8_03276,0,0,0,0,0
s8_03277,0,0,1,2,0
s8_03278,0,0,0,1,1
s8_03279,1,0,1,2,1
s8_03280,0,0,1,1,1
s8_03281,0,0,0,1,0
s8_03282,1,1,0,2,1
s8_03283,0,1,1,2,4
s8_03284,1,0,1,1,2
s8_03285,0,0,1,2,4
s8_03286,0,0,1,2,4
s8_03287,1,1,1,2,0
s8_03288,1,0,0,2,3
s8_03289,1,1,1,2,4
s8_03290,1,1,1,2,1
s8_03291,0,0,0,1,4
s8_03292,1,1,0,1,4
s8_03293,1,0,1,0,4
s8_03294,1,1,1,2,3
s8_03295,0,0,1,2,0
s8_03296,0,0,0,2,0
s8_03297,0,0,1,1,1
s8_03298,1,1,0,2,4
s8_03299,1,1,1,2,0
s8_03300,0,0,1,2,2
s8_03301,0,0,1,2,2
s8_03302,1,0,1,2,1
s8_03303,1,0,0,2,4
s8_03304,1,1,1,2,4
s8_03305,0,0,1,1,1
s8_03306,0,0,1,2,4
s8_03307,0,0,0,2,4
s8_03308,1,1,1,2,0
s8_03309,1,1,1,2,0
s8_03310,0,0,0,1,4
s8_03311,1,1,1,2,4
s8_03312,1,1,0,1,0
s8_03313,0,0,1,2,0
s8_03314,0,0,1,2,1
s8_03315,0,0,0,2,1
s8_03316,0,0,1,1,1
s8_03317,0,0,0,2,1
s8_03318,0,0,0,1,2
s8_03319,1,1,0,1,2
s8_03320,0,0,1,1,1
s8_03321,1,1,0,0,0
s8_03322,1,0,0,2,2
s8_03323,0,0,1,2,1
s8_03324,0,0,1,2,0
s8_03325,0,0,1,2,0
s8_03326,0,0,0,2,3
s8_03327,1,1,1,2,0
s8_03328,0,0,1,2,4
s8_03329,0,0,1,2,1
s8_03330,1,0,1,2,3
s8_03331,0,0,0,0,0
s8_03332,0,0,1,2,1
s8_03333,1,1,0,1,4
s8_03334,1,0,0,1,1
s8_03335,1,0,0,2,1
s8_03336,1,1,0,1,0
s8_03337,0,0,1,2,1
s8_03338,0,0,1,1,0
s8_03339,0,0,0,1,1
s8_03340,0,0,1,2,0
s8_03341,0,0,1,2,1
s8_03342,0,0,1,2,0
s8_03343,0,0,1,2,1
s8_03344,1,0,0,1,0
s8_03345,0,0,0,2,1
s8_03346,1,1,0,1,0
s8_03347,0,0,1,1,0
s8_03348,0,0,1,2,0
s8_03349,0,0,1,2,0
s8_03350,0,0,1,2,2
s8_03351,1,1,0,1,4
s8_03352,1,1,1,2,4
s8_03353,1,0,1,2,1
s8_03354,1,1,0,2,0
s8_03355,0,0,1,2,3
s8_03356,1,0,0,1,4
s8_03357,0,0,1,1,0
s8_03358,1,1,1,1,0
s8_03359,0,0,1,2,4
s8_03360,1,0,1,1,3
s8_03361,0,0,0,1,0
s8_03362,1,0,0,1,0
s8_03363,1,0,1,2,1
s8_03364,1,0,0,1,1
s8_03365,1,0,1,2,0
s8_03366,1,0,1,0,1
s8_03367,0,0,1,1,1
