image_name,barbe,moustache,lunettes,taille_cheveux,couleur_cheveux
s7_02614,0,0,1,0,0
s7_02615,0,0,1,2,4
s7_02616,0,0,1,2,0
s7_02617,0,0,0,1,1
s7_02618,0,0,1,1,0
s7_02619,0,0,1,2,0
s7_02620,0,0,0,2,0
s7_02621,1,1,1,2,2
s7_02622,1,1,0,2,0
s7_02623,0,0,0,2,0
s7_02624,1,1,1,1,1
s7_02625,0,0,0,2,4
s7_02626,0,0,1,1,0
s7_02627,0,0,0,1,4
s7_02628,1,0,0,2,4
s7_02629,1,0,0,2,0
s7_02630,0,1,0,1,1
s7_02631,0,0,1,0,1
s7_02632,1,1,1,2,0
s7_02633,1,1,0,2,4
s7_02634,0,0,0,0,0
s7_02635,1,1,0,1,4
s7_02636,1,0,1,0,1
s7_02637,1,1,1,2,4
s7_02638,0,0,0,2,4
s7_02639,0,0,0,2,3
s7_02640,0,0,1,1,1
s7_02641,1,1,1,2,4
s7_02642,0,1,1,1,0
s7_02643,1,1,0,1,1
s7_02644,1,1,0,2,1
s7_02645,0,1,0,1,0
s7_02646,1,1,1,2,2
s7_02647,1,1,0,2,0
s7_02648,0,0,0,1,0
s7_02649,1,1,0,2,1
s7_02650,0,0,0,1,0
s7_02651,0,0,0,0,1
s7_02652,0,0,0,2,0
s7_02653,0,0,0,1,4
s7_02654,1,1,0,1,1
s7_02655,0,0,1,1,0
s7_02656,0,0,1,2,2
s7_02657,1,1,0,2,3
s7_02658,0,0,1,2,3
s7_02659,0,0,0,2,4
s7_02660,0,0,0,2,1
s7_02661,1,1,1,1,1
s7_02662,1,1,0,1,0
s7_02663,0,0,0,2,0
s7_02664,1,1,1,2,1
s7_02665,1,1,0,1,4
s7_02666,0,0,0,2,1
s7_02667,0,0,1,2,1
s7_02668,1,0,1,1,1
s7_02669,0,0,0,1,4
s7_02670,1,0,0,2,1
s7_02671,1,0,1,2,0
s7_02672,0,0,0,2,0
s7_02673,1,1,0,1,1
s7_02674,1,1,0,2,2
s7_02675,0,0,0,1,2
s7_02676,1,1,1,1,2
s7_02677,1,1,1,2,4
s7_02678,1,1,0,1,1
s7_02679,1,1,0,2,0
s7_02680,1,0,1,1,4
s7_02681,1,0,0,2,4
s7_02682,1,1,1,2,4
s7_02683,0,0,1,2,0
s7_02684,1,1,1,2,0
s7_02685,0,0,1,2,1
s7_02686,1,1,0,1,1
s7_02687,0,1,1,2,2
s7_02688,0,0,1,2,1
s7_02689,0,0,0,1,1
s7_02690,1,1,0,1,4
s7_02691,1,1,1,2,4
s7_02692,1,0,1,2,0
s7_02693,1,1,1,1,1
s7_02694,0,0,0,0,1
s7_02695,0,0,1,1,0
s7_02696,1,1,0,2,4
s7_02697,1,1,0,2,1
s7_02698,0,0,1,0,2
s7_02699,1,1,1,2,2
s7_02700,1,1,0,1,1
s7_02701,1,1,1,2,1
s7_02702,0,1,0,0,1
s7_02703,0,0,0,2,0
s7_02704,0,0,0,2,0
s7_02705,0,0,1,2,1
s7_02706,1,1,1,2,2
s7_02707,1,1,0,2,0
s7_02708,0,0,1,2,1
s7_02709,1,0,0,2,3
s7_02710,1,1,0,1,1
s7_02711,0,0,1,1,1
s7_02712,1,1,1,1,4
s7_02713,0,0,0,2,4
s7_02714,0,0,1,2,3
s7_02715,1,1,1,0,2
s7_02716,0,0,0,2,2
s7_02717,0,0,0,2,1
s7_02718,0,0,0,1,3
s7_02719,0,0,0,1,0
s7_02720,1,1,0,2,3
s7_02721,1,0,0,2,1
s7_02722,1,1,0,2,1
s7_02723,1,1,1,2,4
s7_02724,1,1,0,1,0
s7_02725,0,0,1,2,0
s7_02726,0,0,1,1,0
s7_02727,0,0,0,1,0
s7_02728,0,0,0,2,0
s7_02729,1,1,1,2,0
s7_02730,0,0,0,0,1
s7_02731,1,1,1,1,4
s7_02732,0,0,0,2,0
s7_02733,1,1,1,2,3
s7_02734,0,0,1,2,3
s7_02735,1,0,0,2,3
s7_02736,0,0,1,1,4
s7_02737,0,0,1,0,4
s7_02738,1,0,1,2,1
s7_02739,0,0,0,2,4
s7_02740,0,1,1,1,0
s7_02741,0,0,1,1,0
s7_02742,0,0,0,2,0
s7_02743,1,1,0,1,0
s7_02744,1,1,0,0,3
s7_02745,1,1,0,2,4
s7_02746,0,0,1,2,2
s7_02747,1,0,0,2,4
s7_02748,1,1,0,1,0
s7_02749,1,1,0,2,4
s7_02750,0,0,1,1,1
s7_02751,0,0,0,1,4
s7_02752,0,0,1,0,3
s7_02753,0,0,0,1,1
s7_02754,1,1,1,2,1
s7_02755,1,1,1,2,2
s7_02756,0,0,1,2,0
s7_02757,1,0,0,2,4
s7_02758,0,0,0,2,3
s7_02759,0,0,0,1,0
s7_02760,1,1,0,2,4
s7_02761,1,0,1,1,1
s7_02762,0,0,0,2,0
s7_02763,1,1,1,2,2
s7_02764,0,0,1,2,1
s7_02765,0,0,0,1,1
s7_02766,0,0,1,2,0
s7_02767,1,1,1,2,0
s7_02768,1,1,0,1,3
s7_02769,0,0,1,2,1
s7_02770,0,0,0,1,0
s7_02771,0,0,0,1,1
s7_02772,0,0,0,1,0
s7_02773,0,0,0,2,1
s7_02774,0,0,0,2,0
s7_02775,0,0,0,1,0
s7_02776,0,0,1,1,1
s7_02777,1,1,1,1,4
s7_02778,1,1,1,2,2
s7_02779,0,0,1,1,0
s7_02780,0,1,0,1,1
s7_02781,1,1,1,1,4
s7_02782,0,0,1,1,1
s7_02783,1,1,0,2,4
s7_02784,1,1,1,2,3
s7_02785,0,0,1,2,2
s7_02786,0,0,1,1,0
s7_02787,0,0,0,2,1
s7_02788,1,1,0,2,4
s7_02789,1,1,1,2,1
s7_02790,1,0,1,2,4
s7_02791,1,1,0,2,2
s7_02792,0,1,0,2,0
s7_02793,0,0,0,2,1
s7_02794,0,1,0,1,1
s7_02795,1,0,0,2,0
s7_02796,1,1,0,2,4
s7_02797,0,0,1,2,0
s7_02798,1,1,0,2,0
s7_02799,1,1,1,1,4
s7_02800,0,0,0,2,1
s7_02801,1,1,1,0,1
s7_02802,1,1,1,1,1
s7_02803,0,0,1,1,4
s7_02804,0,0,1,2,0
s7_02805,1,1,1,2,1
s7_02806,0,0,0,2,1
s7_02807,0,0,0,2,1
s7_02808,0,0,1,2,1
s7_02809,1,1,1,1,1
s7_02810,0,0,0,2,0
s7_02811,1,1,0,2,2
s7_02812,1,0,0,2,1
s7_02813,0,0,1,1,1
s7_02814,1,1,0,1,4
s7_02815,0,0,0,2,4
s7_02816,0,0,0,1,0
s7_02817,0,0,0,1,3
s7_02818,1,0,1,2,0
s7_02819,0,0,0,1,4
s7_02820,0,0,0,1,1
s7_02821,1,1,1,2,1
s7_02822,0,0,0,2,0
s7_02823,0,0,1,2,1
s7_02824,1,1,0,2,2
s7_02825,1,1,0,2,4
s7_02826,0,0,1,2,0
s7_02827,0,0,1,1,4
s7_02828,0,0,1,1,1
s7_02829,1,1,1,1,2
s7_02830,1,1,0,1,1
s7_02831,1,1,1,2,0
s7_02832,1,1,0,1,3
s7_02833,1,0,1,2,0
s7_02834,1,1,1,1,4
s7_02835,1,1,0,2,0
s7_02836,0,0,1,2,3
s7_02837,0,0,0,2,0
s7_02838,0,0,0,2,1
s7_02839,1,1,1,1,0
s7_02840,1,1,1,2,0
s7_02841,0,0,1,2,4
s7_02842,0,0,1,2,4
s7_02843,1,1,0,1,3
s7_02844,1,1,1,1,0
s7_02845,1,1,0,1,4
s7_02846,1,1,1,1,4
s7_02847,1,1,0,2,4
s7_02848,1,1,1,2,0
s7_02849,0,0,1,1,0
s7_02850,0,0,0,1,2
s7_02851,0,0,0,1,3
s7_02852,0,0,0,1,2
s7_02853,1,1,0,1,0
s7_02854,1,1,0,1,1
s7_02855,1,1,1,1,1
s7_02856,0,0,0,1,0
s7_02857,1,0,0,2,1
s7_02858,1,1,1,1,4
s7_02859,1,0,0,1,1
s7_02860,0,0,0,1,2
s7_02861,1,1,1,1,1
s7_02862,1,1,1,2,0
s7_02863,0,0,1,2,1
s7_02864,0,0,1,0,1
s7_02865,0,0,0,1,1
s7_02866,0,0,0,2,1
s7_02867,0,0,1,1,0
s7_02868,0,1,0,1,0
s7_02869,1,1,0,0,4
s7_02870,1,1,1,2,1
s7_02871,0,0,0,1,4
s7_02872,1,1,0,2,3
s7_02873,1,1,0,2,0
s7_02874,0,0,1,1,1
s7_02875,1,1,0,2,4
s7_02876,1,0,1,2,0
s7_02877,1,1,0,1,0
s7_02878,1,1,1,2,4
s7_02879,0,0,1,2,0
s7_02880,1,0,0,1,0
s7_02881,1,1,1,2,0
s7_02882,1,0,1,1,1
s7_02883,1,0,0,1,4
s7_02884,1,0,0,1,4
s7_02885,1,1,1,2,0
s7_02886,0,0,1,2,1
s7_02887,0,0,0,1,1
s7_02888,1,1,0,2,2
s7_02889,1,1,0,2,2
s7_02890,1,1,1,1,1
s7_02891,0,1,0,2,1
s7_02892,1,0,1,2,0
s7_02893,1,1,0,2,0
s7_02894,1,1,1,2,4
s7_02895,0,0,1,2,0
s7_02896,0,0,0,1,2
s7_02897,0,0,0,2,2
s7_02898,1,1,1,2,4
s7_02899,0,0,1,2,4
s7_02900,1,0,0,2,1
s7_02901,0,0,1,1,4
s7_02902,1,0,0,2,1
s7_02903,1,0,1,1,0
s7_02904,0,0,0,1,0
s7_02905,1,1,0,1,1
s7_02906,0,0,0,2,3
s7_02907,1,1,0,2,2
s7_02908,0,0,1,2,2
s7_02909,0,0,1,0,1
s7_02910,0,0,1,0,1
s7_02911,0,0,0,1,1
s7_02912,1,1,1,2,0
s7_02913,0,0,0,2,0
s7_02914,1,1,1,2,1
s7_02915,1,1,1,2,4
s7_02916,0,0,1,2,1
s7_02917,1,1,0,2,1
s7_02918,0,0,1,2,2
s7_02919,0,0,1,1,4
s7_02920,1,0,0,2,3
s7_02921,1,1,1,1,1
s7_02922,1,1,1,1,1
s7_02923,1,1,1,2,0
s7_02924,0,0,1,1,4
s7_02925,1,1,1,0,4
s7_02926,0,0,0,1,1
s7_02927,0,0,1,2,0
s7_02928,0,0,1,2,0
s7_02929,0,0,1,2,1
s7_02930,1,0,1,2,4
s7_02931,0,0,1,1,4
s7_02932,0,0,0,2,4
s7_02933,0,0,1,1,4
s7_02934,0,0,1,1,4
s7_02935,0,0,0,2,4
s7_02936,0,0,0,1,2
s7_02937,0,0,0,1,0
s7_02938,0,0,0,2,1
s7_02939,1,1,1,2,1
s7_02940,0,0,0,2,1
s7_02941,1,1,0,1,4
s7_02942,0,0,1,1,1
s7_02943,0,0,1,2,0
s7_02944,1,1,0,2,1
s7_02945,0,0,0,0,1
s7_02946,0,1,1,2,1
s7_02947,1,0,0,1,1
s7_02948,0,0,0,2,4
s7_02949,0,0,0,1,0
s7_02950,0,0,1,2,0
s7_02951,0,0,0,1,0
s7_02952,0,1,1,2,2
s7_02953,1,1,0,1,0
s7_02954,0,0,1,2,4
s7_02955,0,1,0,2,4
s7_02956,0,0,0,2,0
s7_02957,0,0,0,2,0
s7_02958,1,1,0,2,4
s7_02959,0,0,0,2,0
s7_02960,1,0,0,2,4
s7_02961,1,0,1,1,0
s7_02962,0,0,1,0,0
s7_02963,0,0,1,1,0
s7_02964,1,1,0,2,0
s7_02965,1,1,1,2,0
s7_02966,0,0,1,2,2
s7_02967,0,0,0,2,4
s7_02968,1,1,1,1,0
s7_02969,1,1,0,2,0
s7_02970,0,0,1,1,3
s7_02971,1,1,1,1,1
s7_02972,1,1,1,2,4
s7_02973,1,1,1,2,4
s7_02974,1,0,1,2,0
s7_02975,0,0,0,1,0
s7_02976,1,1,1,2,0
s7_02977,1,0,0,2,1
s7_02978,0,0,0,2,4
s7_02979,1,1,0,1,0
s7_02980,0,0,0,1,4
s7_02981,0,1,0,0,1
s7_02982,1,1,1,2,1
s7_02983,0,0,1,2,4
s7_02984,1,1,0,1,1
s7_02985,1,1,1,2,0
s7_02986,1,1,0,2,1
s7_02987,1,1,0,2,1
s7_02988,1,0,1,2,1
s7_02989,0,0,0,2,0
s7_02990,0,0,1,2,0
s7_02991,0,0,1,1,0
s7_02992,1,1,1,1,0
s7_02993,0,0,0,2,0
s7_02994,0,0,1,1,4
s7_02995,0,0,0,2,0
s7_02996,0,0,1,2,2
s7_02997,0,0,1,1,1
s7_02998,1,1,0,1,0
s7_02999,1,1,1,1,4
s7_03000,0,0,0,2,0
s7_03001,1,1,0,2,0
s7_03002,0,0,1,1,3
s7_03003,0,0,1,2,1
s7_03004,1,0,0,1,0
s7_03005,1,1,0,0,1
s7_03006,1,1,0,2,0
s7_03007,1,1,1,1,0
s7_03008,1,0,0,2,1
s7_03009,0,1,1,2,0
s7_03010,0,0,0,2,0
s7_03011,0,0,0,0,4
s7_03012,0,0,1,1,4
s7_03013,0,0,0,0,1
s7_03014,1,1,1,2,1
s7_03015,0,0,1,2,2
s7_03016,0,0,1,2,0
s7_03017,1,0,0,1,3
s7_03018,0,0,0,1,0
s7_03019,1,0,1,1,0
s7_03020,1,0,1,2,4
s7_03021,0,0,0,2,0
s7_03022,1,0,0,1,4
s7_03023,1,0,0,2,0
s7_03024,0,0,1,2,0
s7_03025,0,0,0,2,1
s7_03026,0,0,1,2,0
s7_03027,1,0,0,2,1
s7_03028,0,0,1,1,3
s7_03029,0,0,1,2,2
s7_03030,0,1,0,2,1
s7_03031,1,1,1,2,0
s7_03032,1,0,0,2,1
s7_03033,1,1,1,2,3
s7_03034,1,1,1,2,1
s7_03035,0,0,1,2,2
s7_03036,0,0,1,1,4
s7_03037,0,1,0,1,4
s7_03038,1,1,0,2,1
s7_03039,1,1,1,2,0
s7_03040,0,0,1,2,1
s7_03041,0,0,0,2,3
s7_03042,0,0,1,1,1
s7_03043,0,0,0,1,1
s7_03044,1,0,0,2,3
s7_03045,0,0,1,1,3
s7_03046,0,0,1,1,1
s7_03047,0,0,0,2,3
s7_03048,0,0,0,1,4
s7_03049,0,0,1,2,0
s7_03050,0,0,0,1,1
s7_03051,0,0,1,1,0
s7_03052,0,0,0,1,0
s7_03053,1,1,0,1,4
s7_03054,0,0,1,1,4
s7_03055,0,0,0,1,1
s7_03056,0,0,0,1,0
s7_03057,1,0,0,1,4
s7_03058,0,0,1,2,2
s7_03059,1,1,1,2,4
s7_03060,0,1,0,1,4
s7_03061,1,1,1,2,0
s7_03062,0,0,0,2,0
s7_03063,0,0,0,1,3
s7_03064,0,1,0,2,1
s7_03065,1,0,0,1,0
s7_03066,0,0,0,1,2
s7_03067,1,1,0,1,1
s7_03068,1,1,0,1,0
s7_03069,1,1,1,2,0
s7_03070,0,0,1,0,1
s7_03071,0,0,1,1,0
s7_03072,0,0,0,2,1
s7_03073,1,1,0,2,4
s7_03074,0,0,0,1,3
s7_03075,1,1,1,2,0
s7_03076,0,0,0,2,1
s7_03077,1,1,1,1,0
s7_03078,0,0,1,2,4
s7_03079,1,0,0,2,1
s7_03080,0,0,1,1,2
s7_03081,1,0,1,1,4
s7_03082,1,1,1,2,2
s7_03083,0,0,0,2,2
s7_03084,0,0,1,1,3
s7_03085,0,0,1,2,1
s7_03086,0,0,0,1,4
s7_03087,0,0,1,1,2
s7_03088,0,0,1,2,1
s7_03089,0,0,1,2,1
s7_03090,1,1,1,2,1
s7_03091,0,0,1,2,3
s7_03092,1,1,0,1,4
s7_03093,0,0,1,1,4
s7_03094,1,0,0,2,0
s7_03095,1,0,1,1,0
s7_03096,0,0,1,1,3
s7_03097,1,1,1,1,1
s7_03098,1,1,0,1,0
s7_03099,1,1,1,2,0
s7_03100,1,0,0,2,0
s7_03101,1,1,0,2,4
s7_03102,1,1,1,2,4
s7_03103,1,1,1,1,1
s7_03104,1,1,0,2,0
s7_03105,1,1,0,2,2
s7_03106,0,0,0,2,3
s7_03107,1,1,1,2,1
s7_03108,0,0,1,1,0
s7_03109,0,0,0,1,1
s7_03110,1,1,1,2,4
s7_03111,1,1,1,2,0
s7_03112,1,1,0,2,4
s7_03113,1,0,1,2,1
s7_03114,1,1,0,2,0
s7_03115,0,0,0,1,1
s7_03116,0,0,1,2,0
s7_03117,0,0,1,2,1
s7_03118,0,0,1,2,4
s7_03119,0,0,0,2,4
s7_03120,0,0,1,2,0
s7_03121,0,0,0,2,0
s7_03122,0,0,1,2,0
s7_03123,0,0,0,1,1
s7_03124,0,0,0,1,1
s7_03125,1,1,0,1,0
s7_03126,0,0,0,2,3
s7_03127,0,0,0,1,3
s7_03128,1,1,1,2,1
s7_03129,0,0,0,2,1
s7_03130,0,0,1,2,2
s7_03131,0,0,0,1,0
s7_03132,1,0,1,2,0
s7_03133,1,1,0,1,1
s7_03134,0,0,1,1,1
s7_03135,0,0,0,2,3
s7_03136,1,1,0,2,1
s7_03137,0,0,0,2,0
s7_03138,0,0,0,2,4
s7_03139,1,1,1,2,0
s7_03140,1,0,1,2,0
s7_03141,1,1,0,1,1
s7_03142,1,1,0,2,0
s7_03143,1,1,0,2,1
s7_03144,0,0,0,1,2
s7_03145,1,1,1,2,0
s7_03146,1,1,0,2,4
s7_03147,0,0,1,2,3
s7_03148,0,0,1,2,0
s7_03149,0,1,1,2,1
s7_03150,1,1,1,1,0
s7_03151,1,1,0,2,0
s7_03152,0,0,1,1,4
s7_03153,0,0,1,1,2
s7_03154,0,0,1,2,1
s7_03155,1,1,1,2,2
s7_03156,1,1,1,2,4
s7_03157,1,0,1,2,0
s7_03158,0,0,1,1,3
s7_03159,0,0,1,2,0
s7_03160,1,0,1,1,1
s7_03161,1,1,1,2,4
s7_03162,0,0,0,2,4
s7_03163,0,0,0,2,0
s7_03164,0,0,0,2,1
s7_03165,1,0,0,1,4
s7_03166,0,0,1,2,3
s7_03167,0,0,1,2,4
s7_03168,0,0,0,1,3
s7_03169,1,1,1,2,0
s7_03170,0,0,1,1,0
s7_03171,0,0,0,0,4
s7_03172,0,0,0,2,1
s7_03173,1,1,1,1,1
s7_03174,0,0,0,2,1
s7_03175,0,0,0,1,0
s7_03176,0,0,0,2,0
s7_03177,1,1,1,2,0
s7_03178,0,0,0,1,1
s7_03179,0,0,1,2,1
s7_03180,0,0,1,1,4
s7_03181,0,0,1,2,4
s7_03182,0,0,1,1,1
s7_03183,0,0,1,1,3
s7_03184,1,1,1,2,2
s7_03185,1,1,1,0,1
s7_03186,0,0,1,2,3
s7_03187,0,0,0,2,1
s7_03188,0,0,1,2,2
s7_03189,0,0,0,1,0
s7_03190,0,0,0,2,1
s7_03191,1,1,1,2,1
s7_03192,1,1,1,1,1
s7_03193,0,0,1,1,1
s7_03194,0,0,0,0,1
s7_03195,0,0,1,2,0
s7_03196,1,1,0,2,0
s7_03197,1,1,0,1,1
s7_03198,1,0,0,1,0
s7_03199,0,0,0,2,1
s7_03200,1,1,0,1,0
s7_03201,0,0,1,2,0
s7_03202,0,0,1,2,4
s7_03203,1,1,1,1,3
s7_03204,1,0,1,2,0
s7_03205,0,0,0,2,4
s7_03206,1,1,1,0,4
s7_03207,0,0,0,2,1
s7_03208,0,0,0,0,1
s7_03209,0,0,0,2,1
s7_03210,1,1,0,1,4
s7_03211,0,0,1,2,1
s7_03212,0,0,0,2,2
s7_03213,1,1,0,2,4
s7_03214,0,0,0,1,2
s7_03215,0,0,1,2,0
s7_03216,1,1,1,2,4
s7_03217,0,0,0,1,1
s7_03218,0,0,1,2,0
s7_03219,0,0,0,2,1
s7_03220,0,0,1,2,3
s7_03221,0,0,1,2,3
s7_03222,1,1,0,2,4
s7_03223,0,0,1,1,1
s7_03224,0,0,0,2,0
s7_03225,0,0,1,1,1
s7_03226,0,0,0,1,2
s7_03227,1,1,0,2,0
s7_03228,1,1,1,1,1
s7_03229,0,0,0,1,0
s7_03230,0,0,1,0,1
s7_03231,0,1,1,2,3
s7_03232,1,1,1,2,4
s7_03233,1,1,1,2,0
s7_03234,1,1,1,2,2
s7_03235,1,1,1,1,0
s7_03236,1,1,0,2,2
s7_03237,1,1,0,2,0
s7_03238,0,0,1,1,1
s7_03239,0,0,1,2,1
s7_03240,0,0,1,1,4
s7_03241,0,0,1,1,0
s7_03242,0,0,1,1,3
s7_03243,0,0,1,2,0
s7_03244,0,0,1,2,0
s7_03245,0,0,0,2,1
s7_03246,0,0,1,2,0
s7_03247,0,0,0,1,1
s7_03248,1,1,0,2,1
s7_03249,0,0,1,1,0
s7_03250,0,0,0,2,3
s7_03251,1,1,1,2,4
s7_03252,1,0,1,2,1
s7_03253,0,0,0,2,0
s7_03254,0,1,1,2,2
s7_03255,0,0,1,2,1
s7_03256,0,0,1,2,3
s7_03257,0,0,1,2,2
s7_03258,0,0,1,1,2
s7_03259,1,1,1,2,4
s7_03260,1,1,0,2,1
s7_03261,1,0,0,1,1
s7_03262,1,1,1,2,4
s7_03263,0,0,1,2,3
s7_03264,0,0,1,2,3
s7_03265,1,1,0,1,1
s7_03266,0,0,0,2,0
s7_03267,0,0,0,2,1
s7_03268,1,1,0,2,0
s7_03269,0,0,0,2,4
s7_03270,1,0,1,2,4
s7_03271,1,1,1,2,0
s7_03272,0,0,1,2,4
s7_03273,1,1,1,2,0
s7_03274,0,0,1,1,3
s7_03275,1,1,1,1,1
s7_03276,1,1,1,1,0
s7_03277,0,0,0,1,1
s7_03278,0,0,1,2,0
s7_03279,1,1,1,2,1
s7_03280,1,0,1,1,4
s7_03281,0,0,0,1,0
s7_03282,0,0,1,2,0
s7_03283,0,0,0,2,1
s7_03284,0,0,0,1,1
s7_03285,0,0,1,0,0
s7_03286,1,1,1,1,3
s7_03287,0,0,0,1,0
s7_03288,0,0,1,2,2
s7_03289,1,0,1,2,0
s7_03290,0,0,1,2,3
s7_03291,1,1,0,2,4
s7_03292,1,0,1,1,3
s7_03293,1,1,1,2,1
s7_03294,0,0,1,1,2
s7_03295,0,0,1,2,1
s7_03296,1,0,1,2,3
s7_03297,0,1,1,1,0
s7_03298,0,0,0,0,1
s7_03299,1,0,0,2,0
s7_03300,1,1,0,1,2
s7_03301,0,0,0,2,0
s7_03302,0,0,0,2,0
s7_03303,0,0,1,2,0
s7_03304,0,1,1,2,1
s7_03305,0,0,1,0,4
s7_03306,0,1,1,1,4
s7_03307,1,1,0,1,2
s7_03308,0,0,0,0,4
s7_03309,0,0,1,1,4
s7_03310,0,0,1,2,0
s7_03311,0,0,0,2,1
s7_03312,1,0,0,1,4
s7_03313,0,0,0,2,1
s7_03314,1,1,0,1,1
s7_03315,1,1,0,2,1
s7_03316,0,0,0,2,1
s7_03317,0,0,1,2,3
s7_03318,0,0,1,1,0
s7_03319,0,0,0,2,3
s7_03320,0,0,1,1,1
s7_03321,0,0,0,2,1
s7_03322,0,0,0,2,3
s7_03323,0,0,1,1,2
s7_03324,1,1,0,2,2
s7_03325,1,0,0,2,2
s7_03326,0,0,1,2,1
s7_03327,1,1,0,2,4
s7_03328,1,1,0,1,1
s7_03329,0,0,0,0,0
s7_03330,1,1,1,2,2
s7_03331,1,0,0,2,3
s7_03332,0,0,1,2,0
s7_03333,0,0,0,1,2
s7_03334,1,1,0,2,0
s7_03335,0,0,0,2,2
s7_03336,1,1,1,2,0
s7_03337,1,1,0,1,1
s7_03338,0,0,0,0,1
s7_03339,0,0,0,2,1
s7_03340,1,0,0,2,3
s7_03341,0,0,1,2,1
s7_03342,0,0,1,2,3
s7_03343,1,1,1,1,0
s7_03344,0,0,1,1,1
s7_03345,1,1,1,2,2
s7_03346,1,0,1,0,0
s7_03347,0,0,1,2,1
s7_03348,1,1,0,2,1
s7_03349,0,0,0,0,3
s7_03350,0,0,1,1,4
s7_03351,1,0,1,2,1
s7_03352,0,1,0,1,1
s7_03353,1,1,0,1,4
s7_03354,0,0,1,2,0
s7_03355,1,0,1,2,4
s7_03356,1,0,1,2,1
s7_03357,0,0,0,2,3
s7_03358,0,0,0,2,1
s7_03359,1,1,0,2,0
s7_03360,1,0,0,1,1
s7_03361,0,0,0,2,0
s7_03362,1,0,1,2,2
s7_03363,1,0,1,0,0
s7_03364,0,0,1,2,4
s7_03365,1,1,0,2,4
s7_03366,0,0,0,2,4
s7_03367,0,0,0,1,1
s7_03368,0,0,0,2,1
s7_03369,1,1,0,2,1
s7_03370,1,1,0,1,1
s7_03371,0,0,0,1,0
s7_03372,0,0,1,1,4
s7_03373,0,0,0,1,3
s7_03374,0,0,0,0,1
s7_03375,1,1,1,2,0
s7_03376,1,0,0,2,1
s7_03377,0,0,1,1,0
s7_03378,0,0,1,2,1
s7_03379,0,0,1,2,1
s7_03380,1,1,1,2,1
s7_03381,0,0,0,0,2
s7_03382,0,0,0,1,0
s7_03383,1,1,1,2,4
s7_03384,1,1,1,0,2
s7_03385,0,0,0,1,4
s7_03386,0,0,1,1,2
s7_03387,1,1,1,2,4
s7_03388,1,1,1,1,0
s7_03389,0,1,0,2,3
s7_03390,0,0,0,2,0
s7_03391,1,0,1,1,4
s7_03392,0,0,0,2,0
s7_03393,0,0,0,2,2
s7_03394,0,0,0,1,0
s7_03395,1,1,0,1,0
s7_03396,0,0,0,2,1
s7_03397,1,0,1,2,0
s7_03398,0,0,0,2,0
s7_03399,1,0,0,2,1
s7_03400,0,0,1,2,3
s7_03401,0,0,1,1,2
s7_03402,1,1,0,2,1
s7_03403,1,1,0,2,1
s7_03404,0,0,0,2,4
s7_03405,1,1,1,1,1
s7_03406,0,0,1,2,4
s7_03407,0,0,0,1,1
s7_03408,0,0,1,2,0
s7_03409,1,1,0,2,1
s7_03410,0,0,0,0,1
s7_03411,0,0,1,2,4
s7_03412,0,0,1,1,1
s7_03413,0,0,1,2,4
s7_03414,1,1,0,0,1
s7_03415,1,1,0,2,4
s7_03416,0,0,0,2,0
s7_03417,1,1,1,2,0
s7_03418,1,1,0,1,1
s7_03419,0,0,1,2,2
s7_03420,0,0,1,2,1
s7_03421,1,1,0,1,1
s7_03422,1,1,1,1,4
s7_03423,1,1,1,1,4
s7_03424,0,0,0,0,1
s7_03425,0,0,1,1,2
s7_03426,0,0,0,1,3
s7_03427,0,0,0,1,1
s7_03428,1,1,1,2,0
s7_03429,1,0,0,1,0
s7_03430,1,1,1,1,4
s7_03431,1,1,0,2,0
s7_03432,0,0,0,2,0
s7_03433,0,0,1,2,2
s7_03434,1,1,1,1,0
s7_03435,1,0,0,1,1
s7_03436,0,0,1,1,4
s7_03437,0,0,0,2,1
s7_03438,0,0,1,1,1
s7_03439,0,0,0,2,1
s7_03440,0,0,0,1,3
s7_03441,0,0,1,1,1
s7_03442,0,0,1,2,1
s7_03443,0,0,0,1,3
s7_03444,1,1,1,1,0
s7_03445,1,1,0,1,0
s7_03446,0,0,1,1,4
s7_03447,1,1,0,1,4
s7_03448,0,0,1,2,0
s7_03449,0,0,0,2,1
s7_03450,1,1,0,2,4
s7_03451,1,1,1,2,0
s7_03452,0,1,0,2,4
s7_03453,1,1,0,2,0
s7_03454,1,1,0,2,4
s7_03455,1,0,0,2,0
s7_03456,0,0,1,2,1
s7_03457,0,0,1,2,4
s7_03458,1,0,1,1,1
s7_03459,0,0,0,2,3
s7_03460,1,1,1,2,1
s7_03461,1,1,0,2,2
s7_03462,0,0,1,2,0
s7_03463,0,0,1,2,0
s7_03464,0,0,0,2,0
s7_03465,0,0,1,2,0
s7_03466,1,1,1,2,0
s7_03467,1,1,0,1,0
s7_03468,0,0,0,2,4
s7_03469,0,0,1,1,2
s7_03470,0,0,0,2,2
s7_03471,1,1,0,2,2
s7_03472,0,0,1,1,1
s7_03473,0,0,0,1,1
s7_03474,1,0,0,2,0
s7_03475,1,1,1,2,2
s7_03476,1,1,0,1,1
s7_03477,1,1,1,2,3
s7_03478,0,0,0,2,2
s7_03479,0,1,1,2,2
s7_03480,0,0,0,2,0
s7_03481,1,1,0,1,2
s7_03482,1,1,0,1,1
s7_03483,1,0,0,2,3
s7_03484,0,0,1,2,1
s7_03485,0,0,1,1,0
