eye_angle,eye_lashes,eye_lid,chin_length,eyebrow_weight,eyebrow_shape,eyebrow_thickness,face_shape,facial_hair,hair,eye_color,face_color,hair_color,glasses,glasses_color,eye_slant,eyebrow_width,eye_eyebrow_distance,filename,csv_file
2,1,1,2,0,5,3,1,5,73,2,5,2,3,0,0,0,2,s5_01052.csv.png,s5_01052.csv
1,0,1,2,1,12,0,1,14,26,4,7,7,4,2,2,2,0,s5_01053.csv.png,s5_01053.csv
2,1,1,0,1,1,2,1,8,0,4,6,1,3,6,2,1,1,s5_01054.csv.png,s5_01054.csv
2,0,0,0,0,7,3,2,14,54,2,9,9,3,2,1,2,2,s5_01055.csv.png,s5_01055.csv
0,0,0,1,0,7,2,5,8,36,2,5,7,3,5,1,1,0,s5_01056.csv.png,s5_01056.csv
2,1,0,1,0,9,3,3,14,97,1,8,5,4,2,0,0,0,s5_01057.csv.png,s5_01057.csv
2,1,1,1,0,12,1,3,14,63,2,6,5,3,0,2,1,2,s5_01058.csv.png,s5_01058.csv
0,1,0,0,0,7,1,4,0,102,3,9,4,5,1,0,0,0,s5_01059.csv.png,s5_01059.csv
2,0,1,0,0,9,1,3,14,1,2,5,0,4,5,1,1,1,s5_01060.csv.png,s5_01060.csv
1,0,1,2,0,13,2,3,3,71,4,5,9,5,2,2,0,2,s5_01061.csv.png,s5_01061.csv
1,0,0,0,0,9,2,1,14,74,1,8,5,5,1,1,2,0,s5_01062.csv.png,s5_01062.csv
0,0,0,1,0,12,2,4,14,67,0,6,6,3,6,1,0,1,s5_01063.csv.png,s5_01063.csv
0,0,0,0,0,1,0,0,14,102,4,7,9,4,1,1,2,1,s5_01064.csv.png,s5_01064.csv
0,0,0,2,0,10,1,2,14,35,4,4,7,4,0,1,2,2,s5_01065.csv.png,s5_01065.csv
2,0,1,1,1,12,3,2,14,79,2,10,2,4,2,1,0,2,s5_01066.csv.png,s5_01066.csv
2,0,0,0,0,0,1,6,14,22,3,4,2,3,3,0,2,1,s5_01067.csv.png,s5_01067.csv
1,1,1,1,1,13,0,6,11,84,0,6,5,5,3,1,0,1,s5_01068.csv.png,s5_01068.csv
2,0,1,1,1,7,1,1,2,55,0,6,1,4,5,2,0,1,s5_01069.csv.png,s5_01069.csv
1,0,0,0,1,13,0,3,14,27,4,5,5,4,5,0,2,0,s5_01070.csv.png,s5_01070.csv
2,0,0,1,0,2,1,4,14,23,3,7,8,3,4,0,1,2,s5_01071.csv.png,s5_01071.csv
0,1,0,2,0,1,0,1,14,83,2,9,1,5,0,0,2,0,s5_01072.csv.png,s5_01072.csv
2,1,1,2,1,0,2,1,14,55,4,7,1,4,1,2,0,0,s5_01073.csv.png,s5_01073.csv
1,0,0,1,0,2,3,3,14,33,2,7,8,5,0,2,0,1,s5_01074.csv.png,s5_01074.csv
1,1,0,2,1,1,0,4,14,41,1,7,3,5,2,1,0,0,s5_01075.csv.png,s5_01075.csv
1,0,0,0,0,10,1,2,5,65,4,4,7,5,4,2,1,2,s5_01076.csv.png,s5_01076.csv
1,0,0,0,0,13,3,1,8,63,3,5,7,5,4,1,1,0,s5_01077.csv.png,s5_01077.csv
1,0,0,1,0,7,2,5,14,36,2,8,5,4,0,0,0,1,s5_01078.csv.png,s5_01078.csv
2,1,1,0,1,10,3,5,14,11,4,4,1,5,4,0,2,2,s5_01079.csv.png,s5_01079.csv
1,0,1,1,0,4,0,5,5,62,1,8,4,5,4,1,1,2,s5_01080.csv.png,s5_01080.csv
1,1,0,0,1,12,3,2,0,44,4,4,5,3,3,2,0,1,s5_01081.csv.png,s5_01081.csv
0,1,0,1,1,7,2,2,14,13,0,4,4,4,3,0,1,2,s5_01082.csv.png,s5_01082.csv
2,0,1,2,1,5,1,1,6,93,0,5,0,5,0,2,0,1,s5_01083.csv.png,s5_01083.csv
2,1,0,2,0,5,2,3,14,57,1,10,2,4,2,0,2,0,s5_01084.csv.png,s5_01084.csv
1,0,1,0,1,9,2,4,14,27,2,9,1,5,4,0,1,1,s5_01085.csv.png,s5_01085.csv
2,0,0,1,1,1,0,2,11,82,3,5,7,4,5,0,2,1,s5_01086.csv.png,s5_01086.csv
1,1,0,1,1,0,2,6,8,94,1,7,4,4,1,2,2,0,s5_01087.csv.png,s5_01087.csv
0,1,0,2,1,7,3,2,14,31,0,6,0,5,1,2,1,2,s5_01088.csv.png,s5_01088.csv
2,0,0,2,1,4,1,0,7,2,3,8,8,4,3,0,0,1,s5_01089.csv.png,s5_01089.csv
1,0,0,2,1,12,1,2,14,42,2,4,7,3,3,0,2,0,s5_01090.csv.png,s5_01090.csv
0,1,1,1,1,4,3,5,7,20,0,8,6,4,0,1,1,2,s5_01091.csv.png,s5_01091.csv
2,1,0,0,0,10,1,4,12,84,2,6,1,3,4,2,2,1,s5_01092.csv.png,s5_01092.csv
2,1,1,0,0,6,3,6,13,94,0,9,1,4,1,1,0,0,s5_01093.csv.png,s5_01093.csv
1,0,1,2,1,4,3,3,14,82,1,8,1,3,2,2,2,1,s5_01094.csv.png,s5_01094.csv
0,0,1,0,0,9,2,4,5,43,1,10,6,5,2,2,0,0,s5_01095.csv.png,s5_01095.csv
1,0,0,0,0,12,0,0,9,29,4,4,9,4,2,1,1,2,s5_01096.csv.png,s5_01096.csv
1,0,1,2,0,12,2,2,14,97,4,6,9,4,0,0,1,0,s5_01097.csv.png,s5_01097.csv
0,1,0,1,1,12,3,5,12,21,0,5,9,5,3,2,0,1,s5_01098.csv.png,s5_01098.csv
2,1,0,2,1,6,2,0,10,110,2,9,7,4,5,1,2,2,s5_01099.csv.png,s5_01099.csv
1,0,1,1,0,5,3,5,10,109,1,5,7,3,1,2,2,1,s5_01100.csv.png,s5_01100.csv
2,0,0,1,1,9,3,2,0,10,3,5,8,4,1,1,1,0,s5_01101.csv.png,s5_01101.csv
2,1,1,2,0,13,0,2,14,106,0,5,1,3,5,1,0,2,s5_01102.csv.png,s5_01102.csv
0,0,1,1,0,13,3,5,14,79,2,8,9,4,0,1,1,0,s5_01103.csv.png,s5_01103.csv
2,1,0,2,0,12,1,3,13,68,0,7,7,5,2,2,0,2,s5_01104.csv.png,s5_01104.csv
0,1,1,2,0,10,3,0,2,95,2,7,6,3,2,1,2,0,s5_01105.csv.png,s5_01105.csv
0,1,1,0,1,4,0,0,13,59,3,7,9,5,5,0,1,1,s5_01106.csv.png,s5_01106.csv
0,0,1,0,0,13,1,6,14,92,3,7,9,3,4,1,0,0,s5_01107.csv.png,s5_01107.csv
2,1,1,0,1,0,3,0,12,55,3,10,1,3,3,2,2,0,s5_01108.csv.png,s5_01108.csv
2,1,1,0,0,8,1,6,14,53,3,6,6,4,6,0,1,0,s5_01109.csv.png,s5_01109.csv
0,0,0,2,0,10,0,1,14,69,0,9,4,4,3,1,2,1,s5_01110.csv.png,s5_01110.csv
0,1,1,0,1,4,1,4,0,4,2,9,1,4,4,1,1,0,s5_01111.csv.png,s5_01111.csv
0,1,1,1,0,10,2,0,14,63,1,10,3,5,1,2,0,2,s5_01112.csv.png,s5_01112.csv
1,0,0,1,0,11,3,3,14,110,4,6,1,3,5,1,2,0,s5_01113.csv.png,s5_01113.csv
0,0,1,2,0,9,0,1,14,29,1,10,1,4,2,2,2,0,s5_01114.csv.png,s5_01114.csv
2,1,1,1,0,0,1,0,14,12,1,5,0,3,2,0,0,1,s5_01115.csv.png,s5_01115.csv
2,0,0,1,0,9,2,0,7,76,3,7,7,5,2,0,1,0,s5_01116.csv.png,s5_01116.csv
0,0,0,1,0,2,0,4,14,78,3,9,3,4,0,1,0,0,s5_01117.csv.png,s5_01117.csv
2,0,1,2,0,5,0,1,7,71,2,4,2,5,0,2,0,0,s5_01118.csv.png,s5_01118.csv
2,1,0,2,1,11,2,4,14,19,2,8,5,5,4,2,2,2,s5_01119.csv.png,s5_01119.csv
1,1,0,0,0,12,1,1,14,48,2,8,7,5,4,2,2,0,s5_01120.csv.png,s5_01120.csv
0,1,1,2,1,5,3,1,3,4,0,4,2,4,4,2,2,2,s5_01121.csv.png,s5_01121.csv
0,0,1,1,0,12,0,4,7,55,0,5,8,4,6,1,0,2,s5_01122.csv.png,s5_01122.csv
0,0,1,2,1,2,2,5,14,23,3,4,6,4,3,0,1,0,s5_01123.csv.png,s5_01123.csv
1,1,0,2,1,3,3,3,13,26,3,4,5,3,3,2,0,2,s5_01124.csv.png,s5_01124.csv
2,0,1,2,0,1,0,1,14,58,0,6,7,4,0,2,1,0,s5_01125.csv.png,s5_01125.csv
0,0,1,1,0,4,0,4,7,6,4,10,5,5,5,2,1,0,s5_01126.csv.png,s5_01126.csv
2,0,0,2,1,0,2,6,14,11,0,9,8,5,3,2,2,1,s5_01127.csv.png,s5_01127.csv
1,0,0,2,1,6,1,1,13,95,1,7,4,4,0,0,1,1,s5_01128.csv.png,s5_01128.csv
2,1,0,2,0,2,1,3,14,80,0,6,3,3,2,1,0,2,s5_01129.csv.png,s5_01129.csv
0,0,0,2,0,7,0,0,14,84,1,10,8,5,0,1,0,0,s5_01130.csv.png,s5_01130.csv
0,1,1,2,0,4,1,5,14,43,4,10,9,5,3,2,0,0,s5_01131.csv.png,s5_01131.csv
2,1,1,1,1,4,1,4,14,4,0,5,6,5,0,2,1,2,s5_01132.csv.png,s5_01132.csv
1,0,1,1,0,0,0,4,4,1,1,10,0,5,4,1,2,0,s5_01133.csv.png,s5_01133.csv
0,0,0,0,1,1,3,3,6,110,4,8,0,5,6,1,2,0,s5_01134.csv.png,s5_01134.csv
0,1,1,0,0,7,3,6,14,15,1,5,1,4,1,2,1,2,s5_01135.csv.png,s5_01135.csv
2,0,1,2,1,13,3,6,14,44,2,7,1,3,0,1,0,0,s5_01136.csv.png,s5_01136.csv
1,0,0,2,0,6,2,1,14,41,0,4,6,3,0,1,0,1,s5_01137.csv.png,s5_01137.csv
1,0,1,0,0,2,1,0,12,84,3,5,4,4,0,0,2,0,s5_01138.csv.png,s5_01138.csv
0,1,1,0,0,7,0,2,4,20,4,8,8,4,3,1,2,2,s5_01139.csv.png,s5_01139.csv
2,0,0,0,1,11,1,0,14,81,1,6,9,3,2,0,0,0,s5_01140.csv.png,s5_01140.csv
0,1,0,0,1,2,2,4,14,62,4,7,7,5,4,2,2,1,s5_01141.csv.png,s5_01141.csv
0,1,0,2,0,8,2,3,12,51,2,4,3,5,4,1,2,0,s5_01142.csv.png,s5_01142.csv
2,1,0,1,1,1,0,3,0,109,1,8,3,5,4,0,2,0,s5_01143.csv.png,s5_01143.csv
0,0,0,1,0,3,3,4,14,2,3,5,8,3,2,1,0,0,s5_01144.csv.png,s5_01144.csv
2,1,0,2,0,9,3,6,11,46,4,8,9,5,2,2,2,0,s5_01145.csv.png,s5_01145.csv
1,1,1,0,0,3,0,0,9,51,4,7,2,5,0,0,2,0,s5_01146.csv.png,s5_01146.csv
1,1,1,1,1,13,2,5,14,3,3,10,4,5,0,0,1,0,s5_01147.csv.png,s5_01147.csv
1,1,0,0,1,13,3,6,12,98,0,7,5,5,2,2,1,0,s5_01148.csv.png,s5_01148.csv
1,0,0,0,1,6,2,1,8,30,3,7,8,4,1,2,1,0,s5_01149.csv.png,s5_01149.csv
1,0,1,0,1,6,2,6,13,93,2,6,5,5,1,1,0,1,s5_01150.csv.png,s5_01150.csv
1,1,0,1,0,12,3,4,4,29,0,8,7,3,0,0,0,2,s5_01151.csv.png,s5_01151.csv
1,0,1,1,1,12,3,6,13,4,0,4,4,4,6,1,0,1,s5_01152.csv.png,s5_01152.csv
2,1,0,2,0,7,0,3,6,86,1,7,2,5,4,2,0,2,s5_01153.csv.png,s5_01153.csv
1,1,1,0,1,2,3,0,2,51,4,9,3,3,4,1,1,2,s5_01154.csv.png,s5_01154.csv
1,0,0,0,0,13,3,0,14,20,2,8,4,3,6,0,2,0,s5_01155.csv.png,s5_01155.csv
0,1,0,2,1,9,0,4,11,32,2,5,2,5,3,1,2,2,s5_01156.csv.png,s5_01156.csv
0,1,0,1,0,12,2,5,14,30,0,6,5,5,5,1,2,2,s5_01157.csv.png,s5_01157.csv
1,1,1,0,1,2,2,6,10,45,1,10,3,3,3,0,1,2,s5_01158.csv.png,s5_01158.csv
2,1,1,0,1,13,3,6,14,8,2,4,1,4,5,0,2,2,s5_01159.csv.png,s5_01159.csv
1,0,0,0,1,5,3,3,14,84,4,6,3,4,6,2,2,0,s5_01160.csv.png,s5_01160.csv
0,1,0,0,0,1,1,1,14,92,3,9,4,5,1,2,2,0,s5_01161.csv.png,s5_01161.csv
1,0,1,1,0,6,1,1,10,107,0,10,3,3,0,1,0,0,s5_01162.csv.png,s5_01162.csv
1,0,1,0,1,0,1,6,6,9,2,10,0,5,3,2,2,2,s5_01163.csv.png,s5_01163.csv
1,1,0,0,0,6,0,4,14,0,0,8,7,5,6,0,2,1,s5_01164.csv.png,s5_01164.csv
2,1,0,0,1,1,1,1,14,72,0,6,9,4,5,1,1,1,s5_01165.csv.png,s5_01165.csv
2,1,1,2,1,6,0,1,14,107,3,9,2,5,2,0,0,0,s5_01166.csv.png,s5_01166.csv
1,1,1,2,0,9,1,6,14,79,1,6,0,3,2,2,2,0,s5_01167.csv.png,s5_01167.csv
2,1,1,2,1,9,1,1,0,53,0,8,0,4,3,1,1,2,s5_01168.csv.png,s5_01168.csv
0,1,0,2,0,8,3,1,12,6,1,8,9,5,1,2,1,1,s5_01169.csv.png,s5_01169.csv
2,0,1,2,1,4,3,0,3,50,1,6,7,4,6,0,1,2,s5_01170.csv.png,s5_01170.csv
2,1,0,0,0,2,0,0,6,93,3,8,9,4,4,0,0,2,s5_01171.csv.png,s5_01171.csv
0,0,1,1,1,4,0,5,14,46,3,7,0,4,0,0,2,1,s5_01172.csv.png,s5_01172.csv
2,1,0,0,0,3,2,4,11,40,3,8,7,5,0,1,1,2,s5_01173.csv.png,s5_01173.csv
1,0,1,1,1,2,2,6,14,69,4,4,4,5,6,0,1,2,s5_01174.csv.png,s5_01174.csv
1,0,0,0,0,7,2,4,9,34,4,10,2,4,6,0,1,0,s5_01175.csv.png,s5_01175.csv
1,1,0,1,1,4,2,4,0,89,2,10,5,3,5,2,1,2,s5_01176.csv.png,s5_01176.csv
0,1,0,1,1,4,2,5,1,29,0,6,7,5,3,0,2,2,s5_01177.csv.png,s5_01177.csv
0,0,0,2,1,1,2,1,14,36,3,7,0,3,2,0,1,2,s5_01178.csv.png,s5_01178.csv
2,0,0,0,0,13,2,4,14,76,0,5,3,5,1,2,2,2,s5_01179.csv.png,s5_01179.csv
2,1,0,0,0,1,2,6,14,46,3,6,9,5,1,2,0,1,s5_01180.csv.png,s5_01180.csv
1,1,0,1,1,10,0,0,7,55,4,6,8,3,1,2,2,0,s5_01181.csv.png,s5_01181.csv
2,0,0,0,0,1,2,6,14,4,1,4,5,4,1,0,1,2,s5_01182.csv.png,s5_01182.csv
0,0,1,2,0,10,0,5,14,11,0,7,7,4,1,2,2,1,s5_01183.csv.png,s5_01183.csv
2,0,1,2,1,13,3,5,5,92,3,6,6,5,6,1,1,1,s5_01184.csv.png,s5_01184.csv
1,0,0,2,0,9,0,5,11,108,3,5,6,4,0,1,2,1,s5_01185.csv.png,s5_01185.csv
0,1,1,0,0,1,2,2,14,32,2,9,5,3,6,0,0,1,s5_01186.csv.png,s5_01186.csv
1,1,1,0,1,11,0,3,14,24,2,4,0,5,0,1,0,1,s5_01187.csv.png,s5_01187.csv
2,0,1,1,1,2,3,4,8,10,2,7,0,3,5,1,0,2,s5_01188.csv.png,s5_01188.csv
0,0,0,1,1,9,1,2,14,8,4,9,1,4,2,1,2,2,s5_01189.csv.png,s5_01189.csv
0,0,1,0,0,7,1,1,14,102,4,6,7,5,0,1,2,1,s5_01190.csv.png,s5_01190.csv
0,0,1,2,0,11,0,0,8,71,4,4,0,5,0,2,1,0,s5_01191.csv.png,s5_01191.csv
1,0,0,1,1,9,3,5,14,33,0,7,0,3,5,1,1,1,s5_01192.csv.png,s5_01192.csv
0,0,0,2,1,10,2,6,12,0,1,9,5,3,0,1,0,2,s5_01193.csv.png,s5_01193.csv
0,0,1,1,1,5,0,4,8,8,3,9,4,3,1,2,1,1,s5_01194.csv.png,s5_01194.csv
0,0,0,2,1,4,0,3,2,8,2,9,0,3,4,2,1,1,s5_01195.csv.png,s5_01195.csv
1,0,0,2,0,6,2,3,13,40,2,6,2,5,1,0,0,1,s5_01196.csv.png,s5_01196.csv
1,1,1,2,0,1,3,1,10,30,2,10,5,5,6,2,0,1,s5_01197.csv.png,s5_01197.csv
2,0,1,1,1,3,0,1,8,93,4,7,9,5,5,2,1,0,s5_01198.csv.png,s5_01198.csv
0,0,0,1,1,13,1,2,14,89,1,10,8,4,5,0,0,2,s5_01199.csv.png,s5_01199.csv
0,1,1,2,0,2,0,4,14,52,2,6,4,4,3,2,1,1,s5_01200.csv.png,s5_01200.csv
0,0,1,1,1,3,2,4,14,81,4,4,7,5,2,1,2,2,s5_01201.csv.png,s5_01201.csv
0,1,0,2,1,6,1,3,12,47,2,8,6,5,1,1,1,1,s5_01202.csv.png,s5_01202.csv
2,0,1,1,0,11,0,5,14,13,1,4,7,5,6,1,1,1,s5_01203.csv.png,s5_01203.csv
1,0,0,2,0,12,3,3,14,61,3,6,9,5,3,0,1,0,s5_01204.csv.png,s5_01204.csv
1,0,1,2,1,11,0,3,5,43,4,10,0,4,0,1,0,1,s5_01205.csv.png,s5_01205.csv
1,0,1,2,1,1,2,4,13,38,2,6,6,3,6,1,2,1,s5_01206.csv.png,s5_01206.csv
1,1,1,0,0,8,0,5,2,40,2,8,7,5,4,2,0,2,s5_01207.csv.png,s5_01207.csv
1,0,1,0,1,2,1,1,14,107,0,6,7,4,1,1,2,1,s5_01208.csv.png,s5_01208.csv
2,1,0,2,0,7,1,3,0,91,1,8,3,3,6,0,1,2,s5_01209.csv.png,s5_01209.csv
0,0,0,1,1,13,1,2,7,6,0,6,8,3,6,1,1,0,s5_01210.csv.png,s5_01210.csv
1,1,1,1,1,5,2,3,14,60,3,10,5,4,3,0,1,0,s5_01211.csv.png,s5_01211.csv
1,1,0,1,1,10,2,3,3,102,0,5,4,3,1,2,1,1,s5_01212.csv.png,s5_01212.csv
1,1,1,1,1,6,1,6,14,67,2,5,9,4,4,1,2,2,s5_01213.csv.png,s5_01213.csv
0,0,1,2,0,3,0,0,6,56,3,10,9,4,2,1,0,2,s5_01214.csv.png,s5_01214.csv
2,0,1,1,1,4,2,1,1,102,1,6,3,5,4,1,2,2,s5_01215.csv.png,s5_01215.csv
0,0,0,2,1,8,1,2,9,100,1,7,2,5,4,0,1,1,s5_01216.csv.png,s5_01216.csv
2,1,0,1,0,4,2,4,14,107,0,8,3,5,1,1,0,1,s5_01217.csv.png,s5_01217.csv
2,0,0,1,0,2,0,4,8,48,0,6,0,3,3,1,0,0,s5_01218.csv.png,s5_01218.csv
1,0,0,0,0,5,3,6,14,103,4,6,8,4,2,0,0,1,s5_01219.csv.png,s5_01219.csv
0,0,1,2,0,10,3,3,14,41,4,7,5,5,2,0,1,0,s5_01220.csv.png,s5_01220.csv
1,0,0,1,1,9,0,0,13,67,4,9,7,4,3,0,2,1,s5_01221.csv.png,s5_01221.csv
1,1,0,1,0,12,0,3,1,59,3,9,3,3,0,1,0,2,s5_01222.csv.png,s5_01222.csv
0,0,1,0,0,2,2,6,14,76,3,10,1,4,1,0,1,0,s5_01223.csv.png,s5_01223.csv
1,0,0,0,1,10,2,6,9,87,3,4,0,4,6,0,1,1,s5_01224.csv.png,s5_01224.csv
2,0,0,1,1,2,0,4,4,79,3,4,3,5,6,0,2,0,s5_01225.csv.png,s5_01225.csv
0,1,0,1,1,6,2,4,5,5,2,5,5,4,3,2,0,0,s5_01226.csv.png,s5_01226.csv
0,0,1,0,1,8,2,0,14,80,2,8,5,4,6,0,0,1,s5_01227.csv.png,s5_01227.csv
2,1,1,2,1,13,0,5,14,88,2,5,5,3,4,0,1,1,s5_01228.csv.png,s5_01228.csv
0,1,1,0,1,4,0,5,14,67,1,4,5,5,0,2,1,2,s5_01229.csv.png,s5_01229.csv
0,1,1,2,0,2,0,5,14,1,4,10,0,4,3,2,0,1,s5_01230.csv.png,s5_01230.csv
0,1,1,1,0,3,3,6,14,0,3,7,0,5,4,1,1,0,s5_01231.csv.png,s5_01231.csv
0,1,1,1,1,12,2,0,7,99,0,10,7,3,3,2,1,0,s5_01232.csv.png,s5_01232.csv
1,0,1,0,1,9,1,2,14,102,4,4,7,4,6,0,0,2,s5_01233.csv.png,s5_01233.csv
1,1,0,2,0,9,2,5,6,88,0,7,1,4,3,0,1,0,s5_01234.csv.png,s5_01234.csv
1,0,0,1,0,5,2,1,14,10,3,8,2,4,5,0,2,2,s5_01235.csv.png,s5_01235.csv
0,1,0,0,1,2,0,0,13,62,1,10,8,3,4,2,0,2,s5_01236.csv.png,s5_01236.csv
0,0,0,2,0,6,3,6,6,90,2,7,9,5,2,1,1,2,s5_01237.csv.png,s5_01237.csv
1,0,1,2,0,1,0,6,2,20,1,7,4,5,5,1,1,2,s5_01238.csv.png,s5_01238.csv
2,0,0,1,0,7,0,5,14,82,1,7,3,5,5,0,2,0,s5_01239.csv.png,s5_01239.csv
0,0,0,1,0,11,0,3,14,67,4,8,2,3,2,2,1,2,s5_01240.csv.png,s5_01240.csv
0,1,0,2,0,2,3,2,14,86,4,4,2,3,1,2,0,0,s5_01241.csv.png,s5_01241.csv
1,0,1,1,0,13,3,5,5,108,4,8,7,3,2,0,2,2,s5_01242.csv.png,s5_01242.csv
0,0,1,0,0,13,1,3,4,69,2,10,8,3,0,1,2,0,s5_01243.csv.png,s5_01243.csv
2,1,1,0,1,12,0,5,10,12,2,9,4,5,3,0,2,2,s5_01244.csv.png,s5_01244.csv
2,0,0,2,1,3,1,5,14,35,1,7,7,4,1,2,0,0,s5_01245.csv.png,s5_01245.csv
0,1,1,2,1,13,0,1,14,53,0,10,6,5,6,0,2,1,s5_01246.csv.png,s5_01246.csv
2,0,1,2,0,6,1,4,14,3,4,9,3,3,0,0,0,2,s5_01247.csv.png,s5_01247.csv
2,0,1,2,1,1,1,5,14,61,2,6,1,5,3,0,0,0,s5_01248.csv.png,s5_01248.csv
0,1,0,1,0,4,3,2,3,99,0,5,4,3,1,2,2,1,s5_01249.csv.png,s5_01249.csv
2,1,1,2,1,4,2,4,7,102,3,9,2,5,4,0,0,0,s5_01250.csv.png,s5_01250.csv
0,0,1,2,1,4,0,0,4,98,0,9,4,4,0,1,1,2,s5_01251.csv.png,s5_01251.csv
1,0,1,2,0,2,3,3,8,109,2,5,4,3,6,0,2,1,s5_01252.csv.png,s5_01252.csv
2,1,0,0,0,11,1,0,3,30,0,5,2,4,1,1,2,2,s5_01253.csv.png,s5_01253.csv
0,0,0,1,0,13,2,1,14,21,0,8,7,4,2,1,1,1,s5_01254.csv.png,s5_01254.csv
0,1,0,0,0,4,1,6,14,54,4,7,1,3,3,2,1,2,s5_01255.csv.png,s5_01255.csv
2,1,0,2,0,11,0,6,6,16,0,4,4,5,2,0,0,1,s5_01256.csv.png,s5_01256.csv
0,0,0,1,0,6,1,3,14,102,3,4,8,3,2,0,1,2,s5_01257.csv.png,s5_01257.csv
2,0,1,0,0,6,0,6,2,41,0,7,0,4,5,2,2,0,s5_01258.csv.png,s5_01258.csv
2,0,1,0,0,0,0,2,14,51,3,6,0,5,0,2,0,0,s5_01259.csv.png,s5_01259.csv
1,1,0,0,0,12,3,5,14,57,3,5,6,5,6,1,1,0,s5_01260.csv.png,s5_01260.csv
2,1,0,1,0,2,1,4,7,65,3,10,4,5,2,0,2,1,s5_01261.csv.png,s5_01261.csv
0,1,1,1,0,13,2,3,11,35,0,9,7,5,2,1,0,0,s5_01262.csv.png,s5_01262.csv
1,0,0,0,0,4,0,0,10,99,0,5,3,5,3,0,1,2,s5_01263.csv.png,s5_01263.csv
0,0,1,1,0,1,0,6,14,59,4,6,9,5,6,0,1,2,s5_01264.csv.png,s5_01264.csv
0,0,1,1,1,12,3,6,1,74,2,7,5,4,0,2,2,0,s5_01265.csv.png,s5_01265.csv
0,1,0,0,1,6,0,4,14,43,4,10,6,3,1,1,2,0,s5_01266.csv.png,s5_01266.csv
2,0,0,2,1,7,2,2,14,22,2,9,9,5,5,1,1,2,s5_01267.csv.png,s5_01267.csv
0,0,0,0,0,1,1,2,14,99,4,4,8,4,0,2,0,2,s5_01268.csv.png,s5_01268.csv
1,0,1,0,0,8,3,1,8,60,2,4,5,4,2,0,1,1,s5_01269.csv.png,s5_01269.csv
2,0,0,0,1,11,0,6,7,6,3,10,1,3,0,0,1,1,s5_01270.csv.png,s5_01270.csv
2,1,0,2,0,13,1,0,14,14,2,10,6,3,4,2,0,1,s5_01271.csv.png,s5_01271.csv
0,1,1,1,0,4,0,2,14,91,1,7,3,5,3,1,2,0,s5_01272.csv.png,s5_01272.csv
0,0,1,0,0,5,1,4,2,46,3,6,7,5,6,0,1,1,s5_01273.csv.png,s5_01273.csv
1,0,0,0,0,2,0,6,3,99,2,10,0,3,1,2,1,0,s5_01274.csv.png,s5_01274.csv
0,1,0,0,1,9,0,6,14,47,3,7,3,3,0,2,0,2,s5_01275.csv.png,s5_01275.csv
1,1,1,2,0,1,3,6,7,21,2,4,1,3,1,1,1,0,s5_01276.csv.png,s5_01276.csv
1,1,1,0,0,1,0,0,10,32,4,5,4,4,6,1,0,1,s5_01277.csv.png,s5_01277.csv
0,0,0,0,1,13,0,3,7,105,2,6,5,4,6,2,0,2,s5_01278.csv.png,s5_01278.csv
1,1,1,0,0,12,3,1,1,0,2,8,5,3,4,1,0,2,s5_01279.csv.png,s5_01279.csv
1,0,0,1,1,5,2,2,7,9,1,5,8,5,6,1,1,0,s5_01280.csv.png,s5_01280.csv
0,1,0,1,0,3,0,5,14,7,3,5,6,4,6,2,2,2,s5_01281.csv.png,s5_01281.csv
1,1,1,2,0,5,2,0,14,101,3,10,5,3,2,2,0,0,s5_01282.csv.png,s5_01282.csv
1,0,1,0,0,12,0,6,14,68,1,8,4,4,1,0,1,1,s5_01283.csv.png,s5_01283.csv
1,0,1,1,1,4,1,3,5,55,4,5,9,3,5,2,0,1,s5_01284.csv.png,s5_01284.csv
2,0,1,2,0,5,0,3,14,49,1,4,7,5,4,1,0,2,s5_01285.csv.png,s5_01285.csv
0,0,0,1,1,5,1,0,14,83,1,4,8,4,1,1,1,1,s5_01286.csv.png,s5_01286.csv
0,0,0,0,0,3,1,6,14,54,0,5,8,5,0,2,2,0,s5_01287.csv.png,s5_01287.csv
0,1,0,0,0,11,2,3,13,61,3,5,7,3,5,2,0,0,s5_01288.csv.png,s5_01288.csv
0,1,0,2,0,9,1,3,14,100,3,7,7,3,2,1,0,0,s5_01289.csv.png,s5_01289.csv
0,1,0,2,0,2,0,2,14,9,2,10,6,3,1,0,0,1,s5_01290.csv.png,s5_01290.csv
1,1,1,2,1,5,1,0,14,87,2,7,4,3,5,0,2,1,s5_01291.csv.png,s5_01291.csv
1,0,1,1,0,10,3,0,8,19,1,6,1,4,6,0,0,1,s5_01292.csv.png,s5_01292.csv
2,1,0,2,0,4,1,0,14,29,2,9,7,4,5,0,1,1,s5_01293.csv.png,s5_01293.csv
1,1,1,2,0,0,3,4,14,98,3,6,8,3,0,2,0,2,s5_01294.csv.png,s5_01294.csv
0,1,0,1,0,11,0,0,8,106,1,10,8,3,0,2,2,0,s5_01295.csv.png,s5_01295.csv
1,0,0,1,0,13,1,2,14,70,2,5,3,5,1,2,1,2,s5_01296.csv.png,s5_01296.csv
1,1,1,1,1,3,1,0,3,13,1,8,5,5,3,0,0,1,s5_01297.csv.png,s5_01297.csv
0,0,1,1,1,9,2,5,14,2,3,6,6,3,6,2,2,1,s5_01298.csv.png,s5_01298.csv
